added2,added,yearID,G,W,L,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,Classification
10,10,1.0,1.010989010989011,1.2549019607843137,0.7021475256769374,0.9920963492660896,1.006800196184997,1.0213333333333334,0.8486332109343125,1.1537001897533208,1.6890595009596931,0.913898878781468,0.8862973760932945,0.9551330798479089,,,,0.7211140383891607,0.6677245318946367,0.6634228897821027,1.0123691722169363,2.0779220779220777,1.7777777777777777,1.0037390943082676,0.8062222222222222,0.8291746641074856,1.0393567498942022,1.4107359727957252,0.91892613864031,,1.0061517429938482,Playoff Team
11,11,1.0,0.9963369963369964,1.2100840336134453,0.7768440709617179,1.2450131727512233,1.0239796391786742,1.0746666666666669,1.1946144430844554,1.3510436432637571,0.9520153550863724,1.0255976306325365,0.9193391642371236,1.3201520912547529,,,,0.8942416258938652,0.8200571247223104,0.8157393695790142,1.0123691722169363,1.3506493506493509,0.0,1.0037390943082676,0.8782222222222222,0.4299424184261037,1.0969107067287347,1.1581248481904298,1.0150928275677842,,0.9952153110047848,Playoff Team
12,12,1.0,0.967032967032967,1.030812324929972,0.911297852474323,0.8054196462175386,0.9603520725354259,0.9075555555555556,0.985720114239086,0.6982922201138521,0.49136276391554706,0.907129257457161,0.9426627793974732,0.7482889733840304,,,,0.7662777568686489,0.7845128530625198,0.8055849375925533,0.9514747859181732,1.6623376623376624,5.333333333333333,0.9696717906107188,0.9528888888888888,0.7984644913627639,0.6635632670334319,1.0085013359242168,0.90610391344998,,1.0061517429938482,Average Team
13,13,1.0,1.0183150183150182,0.9859943977591036,1.0158730158730158,0.803914188934889,0.999589071965429,0.9511111111111112,0.9791921664626684,0.7438330170777988,0.4299424184261037,0.6566532684577956,1.1331389698736638,0.8730038022813689,,,,0.8731652239367708,0.9063789273246587,0.9037444467950072,1.027592768791627,1.3506493506493509,0.0,0.9995845450768592,1.0577777777777777,0.7063339731285988,0.75497249259416,0.7131406363857178,0.8890076131962068,,1.0061517429938482,Average Team
14,14,1.0,1.0036630036630036,1.3744164332399629,0.6423902894491129,1.1878057960105382,1.0084969312954837,1.0568888888888892,0.9726642186862504,0.713472485768501,1.1055662188099808,1.3877723714829702,1.0126336248785228,1.423574144486692,,,,0.754234098607452,0.7134243097429388,0.7074254283900994,1.004757373929591,1.2467532467532467,0.0,1.0070627336933942,0.8346666666666667,0.5834932821497121,0.7617435463393991,1.0046150109302892,0.91892613864031,,1.0061517429938482,Playoff Team
15,15,1.0,0.9963369963369964,0.7170868347338936,1.2847805788982258,0.7256304102371095,0.9641697265340208,0.8391111111111111,0.6397388820889433,0.7438330170777988,0.9213051823416508,0.8326634228897821,0.9698736637512148,1.0068441064638782,,,,1.1004892736168612,1.1780387178673437,1.1982229744023694,1.0123691722169363,0.6233766233766234,0.0,0.9796427087660988,1.0284444444444445,1.5355086372360844,1.0088870080406265,0.7889239737673063,1.0129557900360624,,0.9952153110047848,Bad Team
16,16,1.0,1.0201834862385322,1.0526315789473684,0.9774436090225564,0.9745880178653936,0.9950050995057402,0.9621008654133094,0.8225538971807629,1.0046168051708215,0.47976011994003004,0.9141607435757244,1.1182683531099231,1.0332225913621262,,,,0.9795164022793778,0.90911279643674,0.9038400507775308,1.0616899948159668,1.7582417582417582,0.4444444444444444,1.002892149129726,0.92905791697738,0.6476761619190404,0.9272826681246584,1.1242680546519193,1.1514500537056929,,0.9842788790157212,Good Team
17,17,1.0,1.0275229357798166,1.3984962406015038,0.6616541353383458,1.2259356229785925,1.0073485185282045,1.0066646772107828,0.9976782752902156,1.1671283471837488,1.1274362818590704,1.202843083652269,0.8366149432781328,1.2923588039867109,,,,0.8698598490682273,0.9360780065005416,0.9165344335131704,0.9953343701399692,1.7582417582417582,0.4444444444444444,1.0197191986117684,0.9584886900323142,0.7916041979010495,0.8747949699289229,0.980611581001952,0.9044038668098818,,1.0061517429938482,Playoff Team
18,18,1.0,0.9761467889908256,1.2481203007518795,0.6766917293233082,1.0177113814877559,0.9682261565417506,0.9955237242614146,1.0401326699834164,0.7977839335180056,1.0074962518740629,1.0300710770913066,0.9388446994393009,1.0996677740863787,,,,0.7712921607885415,0.8378475984109787,0.8530625198349729,1.0036288232244686,1.7582417582417582,1.7777777777777777,0.9810169848030709,0.9163310961968679,0.9835082458770614,0.9032258064516128,1.034743005855563,0.8872180451127819,,1.0061517429938482,Playoff Team
19,19,1.0,0.9981651376146791,1.0075187969924813,0.9774436090225564,1.0682273217310951,1.014461675253014,1.0138267183925196,0.9764510779436152,0.9750692520775625,1.8950524737631185,1.132859486057955,1.076541922023732,0.8073089700996677,,,,1.0029262282458031,0.9880823401950164,0.9470009520787052,1.0202177293934682,1.0549450549450552,0.8888888888888888,1.0407530104643214,1.0443947303007706,1.7031484257871063,0.8922908693275013,0.9035783994795056,0.9946294307196564,,1.0061517429938482,Average Team
20,20,1.0,0.9981651376146791,0.9172932330827068,1.0827067669172932,0.8082550438934237,0.9776406286775282,0.9286780065652044,0.6951907131011609,0.8716528162511542,0.5997001499250375,0.9382176052487698,0.8699960881470856,0.7873754152823921,,,,0.8871091945171723,0.9322258336342844,0.92922881624881,1.0948678071539657,1.0549450549450552,0.4444444444444444,1.002050796655624,0.940193885160328,0.8635682158920541,1.1350464734827774,0.9056603773584906,0.7841031149301826,,1.017088174982912,Bad Team
21,21,1.0,1.0275229357798166,0.9022556390977444,1.1729323308270676,0.9598028646234408,1.0075577290201103,0.9923405948473092,0.9074626865671642,1.4035087719298245,0.8635682158920541,1.1088026243849098,1.2705698265745209,1.0099667774086378,,,,1.1384567996303712,1.1267605633802815,1.114566804189146,0.9455676516329704,1.5824175824175823,1.7777777777777777,1.0087816164484409,1.0133731046482723,0.7916041979010495,1.2050300710770914,1.270006506180872,1.0483351235230935,,0.9952153110047848,Bad Team
22,22,1.0,1.034862385321101,1.1428571428571428,0.9473684210526316,1.1051902048359772,1.0134156227934832,1.040087536058888,1.0454394693200664,1.4182825484764543,1.247376311844078,0.9885183160196828,1.0661103142521842,1.5348837209302326,,,,0.94748190358848,0.9302997472011556,0.8886067914947635,0.9455676516329704,0.5274725274725275,3.555555555555556,1.045801125308934,1.0101913994531444,0.8395802098950524,1.038819026790596,1.17007156798959,0.945220193340494,,1.0061517429938482,Playoff Team
23,23,1.0,0.9908256880733946,0.8872180451127819,1.1278195488721805,1.0090867087632835,1.0207379900101992,1.0790808713816769,1.2099502487562188,0.5170821791320406,1.487256371814093,0.8244942591580099,0.9325857347763724,0.8372093023255814,,,,1.101493916525489,1.2192127121704586,1.2313551253570294,0.9040953862104716,0.5274725274725275,0.8888888888888888,0.9877478045958878,1.0857568978374348,1.7511244377811097,0.9185347184253689,0.8494469746258946,0.9001074113856069,,1.0061517429938482,Bad Team
24,24,1.0,1.0201834862385322,0.8270676691729323,1.2330827067669172,1.0497458801786541,1.0349643034598186,0.999502636029046,0.8597014925373134,1.1228070175438596,0.43178410794602706,0.940404592673592,1.3060372929977833,1.5681063122923589,,,,1.270291082704451,1.1229083905140242,1.1069501745477626,1.0616899948159668,0.0,0.8888888888888888,1.0129883788189515,1.092120308227691,1.2233883058470765,0.9994532531437944,0.9306441119063109,1.3125671321160044,,0.9733424470266576,Bad Team
25,25,1.0,1.0275229357798166,0.40601503759398494,1.6691729323308269,0.7786847374095179,1.036637987395068,0.993932159554362,0.902155887230514,1.10803324099723,0.527736131934033,0.6998359759431383,1.0869735297952796,0.6744186046511628,,,,1.3442168489142152,1.2615866136992897,1.2211996191685175,1.053395541731467,0.3516483516483517,0.4444444444444444,1.031498133249198,1.2162068108376831,1.0314842578710646,1.038819026790596,0.9389720234222512,1.2545649838882922,,0.9842788790157212,Bad Team
26,26,1.0,0.9614678899082568,1.2481203007518795,0.6466165413533834,1.152009856768828,0.9772222076937158,1.0496369243012036,1.1038142620232172,1.1375807940904894,1.247376311844078,1.1765992345544014,0.8053201199634894,0.9700996677740864,,,,0.8723240412752195,0.8551823763091368,0.8809901618533799,0.9787454639709694,1.0549450549450552,1.3333333333333333,0.9683966976915392,0.8534924185930898,0.9115442278860568,1.1437944231820667,1.1617436564736499,0.9366272824919442,,1.0061517429938482,Playoff Team
27,27,1.0,1.0128440366972478,1.1278195488721805,0.8721804511278195,1.084244571076544,1.0184366745992313,1.0655525713717298,1.26832504145937,0.9602954755309326,1.0314842578710646,1.167851284855112,1.0348154909375409,0.8372093023255814,,,,0.9696596334514092,0.9052606235704828,0.8962234211361472,1.0782789009849665,1.5824175824175823,0.4444444444444444,1.0087816164484409,0.9545115585384042,0.8395802098950524,1.1131765992345544,0.9972674040338322,0.9989258861439312,,1.0061517429938482,Good Team
28,28,1.0,0.9541284403669724,0.9473684210526316,0.962406015037594,0.914215308794086,0.982243259499464,0.9931363772008356,1.1409618573797675,0.7682363804247461,1.055472263868066,0.8594860579551667,0.7364715086712741,0.893687707641196,,,,0.9216078854150624,0.9861562537618876,1.0155506188511585,0.8792120269569725,0.7032967032967034,0.8888888888888888,0.9700794026397432,1.0245090728312205,0.7916041979010495,0.9360306178239476,0.9223162003903708,1.0010741138560688,,0.9952153110047848,Bad Team
29,29,1.0,0.98348623853211,0.9172932330827068,1.0676691729323309,0.8945017711381488,0.9933314155704908,0.9565303889386252,1.1091210613598674,0.9602954755309326,1.0074962518740629,0.9185347184253689,0.9743121658625636,0.7674418604651163,,,,0.9869089789003542,1.0901649211508366,1.145033322754681,1.0368066355624677,0.8791208791208791,0.4444444444444444,0.9507282957353946,1.0308724832214766,1.0074962518740629,0.8179332968835429,0.7182823682498374,0.8249194414607949,,1.017088174982912,Bad Team
30,30,1.0,1.034862385321101,1.3533834586466165,0.6766917293233082,1.1791159710457415,1.0332906195245692,1.0440664478265194,1.1197346600331677,0.9455216989843028,1.391304347826087,1.0781848004373975,0.9951753814056592,1.1162790697674418,,,,0.8378253503773294,0.7935476104490189,0.7616629641383688,1.0036288232244686,1.2307692307692308,1.3333333333333333,1.0407530104643214,0.927467064379816,0.9355322338830584,0.9032258064516128,1.284580351333767,0.9409237379162192,,1.0061517429938482,Playoff Team
31,31,1.0,0.9321100917431192,0.6165413533834586,1.2481203007518795,0.7786847374095179,0.9194801119276133,0.8793395006465732,0.8013266998341625,0.8421052631578947,0.5997001499250375,1.0191361399671952,0.9513626287651584,0.7707641196013291,,,,1.0990297243184968,1.1055736126158662,1.1881942240558552,0.9372731985484708,0.17582417582417584,0.0,0.9280117789346374,1.0030325627641064,0.8875562218890555,1.152542372881356,0.8078074170461939,1.1149301825993556,,0.9842788790157212,Bad Team
32,32,1.0,1.0416666666666667,0.5692599620493358,1.5180265654648957,1.0256078634247283,1.060699907091979,1.0617137028221693,1.072705601907032,0.8465608465608466,0.6578947368421053,1.1558841124690198,0.8495370370370371,0.5836008170411437,,,,1.55069839627522,1.5988611982175276,1.5639397972765432,1.0873347251217815,0.3703703703703704,0.0,1.014907848857895,1.2754407460349877,2.2039473684210527,1.4381571074450807,0.8031301482701811,1.1519331831831832,,0.9930161501527718,Bad Team
33,33,1.0,0.2953980099502488,0.23719165085388996,0.30044275774826057,0.2353854112778065,0.2683272132017874,0.23631417885073105,0.2026221692491061,0.21164021164021168,0.06578947368421052,0.2670711904965388,0.35185185185185186,0.368398015757222,,,,0.24831867563372995,0.2888265390328437,1.023855841097573,0.31315240083507306,0.1851851851851852,0.0,0.28018928342702626,0.2612143489211082,0.0986842105263158,0.2628429780323105,0.3066080907926048,0.2557244744744745,,1.003928415539066,Bad Team
34,34,1.0,0.777363184079602,0.4111321948134093,1.1543327008222644,0.6363166063114329,0.7687032694775029,0.6536892213532811,0.6912991656734206,0.6216931216931217,0.4276315789473684,0.7007948038629177,1.0555555555555556,0.6638459293843011,,,,0.9480082772891876,0.9490014853936292,1.2055902528923923,0.8350730688935283,0.0,0.0,0.7818615242297019,0.860220543189708,0.6907894736842105,0.899649542695957,0.5262676185246201,0.924361861861862,,0.9930161501527718,Bad Team
35,35,1.0,1.0027985074626866,1.359898798228969,0.6799493991144845,1.1433005690636315,0.9775251072866432,0.991159469568174,1.096543504171633,0.992063492063492,1.4144736842105263,1.1046064438936842,0.8356481481481481,1.2729792821709949,,,,0.8018623900672529,0.80252516916983,0.7832497184396435,1.0003479471120391,1.111111111111111,1.0869565217391304,1.0184658080125242,0.9376489006874956,0.8881578947368421,0.8569108470809471,0.9221123924583562,0.7484046546546547,,1.025752946311654,Playoff Team
36,36,1.0,1.0338930348258708,1.2017710309930425,0.8855154965211891,1.2467666839110192,1.081051187895412,1.1509690581434886,1.1084624553039333,1.2301587301587302,1.118421052631579,1.0725579010340995,0.8541666666666666,0.9921213889699444,,,,1.154940506983963,1.0727842878362766,1.0110576430838536,0.965553235908142,0.7407407407407407,3.804347826086957,1.053155909770156,1.1350486692532844,0.8552631578947368,1.2180528250277802,0.8626212703642687,1.2457770270270272,,0.9821038847664776,Playoff Team
37,37,1.0,1.0416666666666667,1.2017710309930425,0.9013282732447816,0.986808070356958,1.0445516081936026,1.0370622237334242,1.0429082240762813,0.8201058201058201,1.0197368421052633,1.1323818477053242,1.1921296296296295,1.039538955354537,,,,0.7669425763062596,0.7963360290476976,0.7499744036039724,1.1482254697286014,2.4074074074074074,0.5434782608695652,1.0558243791361277,0.9631747328296236,0.8881578947368421,0.7564749123856741,1.1577887607541644,0.8399024024024024,,1.01484068092536,Playoff Team
38,38,1.0,1.0105721393034828,1.2808349146110056,0.7590132827324478,1.2829798241076047,1.023315489094368,1.1101666099965997,1.3289630512514898,1.0052910052910051,1.7763157894736843,1.393043329629946,1.0069444444444444,1.5027721038809454,,,,0.9919813760993276,0.9881993728338008,0.9701034094399508,0.9133611691022964,1.111111111111111,1.0869565217391304,1.0113498897032662,1.0984616431829008,1.6118421052631582,0.9979485426104796,0.7894014277869302,1.076858108108108,,0.9930161501527718,Playoff Team
39,39,1.0,1.0805348258706469,1.3124604680581908,0.8380771663504111,1.0954474909467151,1.0819360261912134,1.0804148248894934,0.8760429082240763,0.7804232804232805,2.2039473684210527,1.102469874369712,1.1898148148148149,1.200029180040852,,,,0.8949818934299016,0.9180557847829676,0.8293232312890344,1.096033402922756,1.111111111111111,1.6304347826086956,1.100298868568989,0.9384997617589,1.348684210526316,1.0278656295409865,1.1532125205930808,0.8140953453453453,,1.01484068092536,Playoff Team
40,40,1.0,1.072761194029851,1.1859582542694498,0.9803921568627452,1.1458872219348162,1.0989691633853913,1.1144168650119006,1.1918951132300355,1.2566137566137567,1.0197368421052633,1.0511922057943766,0.949074074074074,1.006711409395973,,,,0.9958613554061044,0.9469384386862518,0.8677178253301934,1.0786360473208072,0.9259259259259258,1.0869565217391304,1.0842880523731588,1.053366006398475,0.8881578947368421,1.0748781947174972,1.0525352370492402,1.154279279279279,,0.9930161501527718,Playoff Team
41,41,1.0,1.0416666666666667,1.217583807716635,0.8697027197975964,0.9738748060010346,1.0272972614254745,1.0234614076844608,0.8939213349225268,1.5873015873015874,0.8881578947368421,0.9251346038800102,0.8726851851851852,1.1380215932302304,,,,0.8186756337299534,0.7612642350222809,0.7141394491655573,1.0786360473208072,1.6666666666666663,0.5434782608695652,1.0584928485020992,0.9333945953304744,1.348684210526316,0.8697324557654501,1.1166025993044115,0.8938626126126126,,1.01484068092536,Playoff Team
42,42,1.0,1.0572139303482588,0.6957621758380771,1.3915243516761542,0.8147956544231764,1.0248639561120203,0.9121047262835771,0.7866507747318235,0.7804232804232805,0.6907894736842105,1.061875053414238,1.0972222222222223,0.5544207761890866,,,,1.0760475944128298,1.120234362105958,1.0571311559332444,1.1221294363256786,0.3703703703703704,0.0,1.053155909770156,1.1248383363964332,1.0855263157894737,0.9872638687067272,0.7001647446457989,0.9501689189189187,,1.003928415539066,Bad Team
43,43,1.0,1.0883084577114428,1.2492093611638204,0.8697027197975964,1.0747542679772375,1.0487545900986597,1.041312478748725,0.9475566150178784,1.0185185185185186,0.5263157894736842,1.1644303905649092,1.289351851851852,1.2875693025970236,,,,0.7979824107604759,0.8314078230731143,0.7653322412204361,1.0438413361169103,2.592592592592593,1.6304347826086956,1.0798406034298726,0.8304404056905589,0.6578947368421053,1.0064962817334815,1.4277869302581,0.9220157657657656,,1.01484068092536,Playoff Team
44,44,1.0,1.0183457711442787,0.8697027197975964,1.1859582542694498,1.0980341438178995,1.062690793257532,1.1671200272016322,1.269368295589988,1.2433862433862437,0.8881578947368421,1.0875138877019055,0.7986111111111112,0.6565509191712868,,,,1.328246249353337,1.1078560818616934,1.0827275519606838,1.0003479471120391,0.1851851851851852,0.0,1.0166868284352095,1.179293444966306,1.4802631578947367,1.2201897598085307,0.7436390261760937,1.2481231231231231,,0.9821038847664776,Bad Team
45,45,1.0,1.0572139303482588,1.3915243516761542,0.6957621758380771,1.0592343507501292,1.03680927310534,1.1135668140088404,0.9296781883194278,0.8597883597883599,0.493421052631579,0.8759935048286471,1.0648148148148149,1.2437992413189378,,,,0.7604759441282979,0.7096880673378445,0.6578273779051907,0.9916492693110648,2.4074074074074074,3.804347826086957,1.072724685120615,0.9529643999727724,0.5921052631578948,0.626121890759894,1.3431264872780524,0.8915165165165165,,1.01484068092536,Playoff Team
46,46,1.0,1.0494402985074631,0.9962049335863378,1.075268817204301,0.9221417485773408,1.0688846613281422,1.0625637538252295,1.2395709177592371,1.1772486772486774,0.8223684210526316,0.7477993333903085,1.1087962962962965,1.0541289757805659,,,,0.9027418520434556,0.825218682950982,0.7832497184396435,1.0003479471120391,1.111111111111111,0.5434782608695652,1.046929481249555,0.8755360424749847,0.4605263157894737,1.2971194119155485,1.4003294892915978,1.0322822822822824,,1.003928415539066,Average Team
47,47,1.0,1.0261194029850746,1.170145477545857,0.9013282732447816,1.3166063114330055,1.0868026368181214,1.1841210472628356,1.2157330154946364,1.2830687830687832,2.171052631578948,1.0383727886505427,0.8425925925925926,0.8425736796031513,,,,1.1316606311433004,1.120234362105958,1.06736971434422,0.965553235908142,0.5555555555555555,3.260869565217391,1.0424820323062691,1.0371996460417945,1.2171052631578947,1.2159158902470295,1.0273659161632802,1.0533971471471468,,1.003928415539066,Playoff Team
48,48,1.0,1.0261194029850746,0.8538899430740038,1.2333965844402277,0.9079151577858252,0.9932309870371188,0.8985039102346141,1.0786650774731823,0.6746031746031746,0.7894736842105263,1.0148705238868472,1.25,1.1124890574846804,,,,1.2221934816347646,1.355421686746988,1.336131872632333,1.0351426583159358,0.5555555555555555,1.0869565217391304,1.00690244075998,1.1954598053229868,0.5592105263157895,1.0983844773057527,1.054823357129782,1.0627815315315314,,0.9930161501527718,Bad Team
49,49,1.0,1.0338930348258708,1.2333965844402277,0.8380771663504111,1.064407656492499,1.041233464584347,1.0770146208772526,1.3110846245530392,1.031746031746032,0.7565789473684211,1.1152892915135455,0.9328703703703703,1.2219142106798948,,,,0.9143817899637868,0.90774055124608,0.8498003481109857,1.0612386917188588,1.6666666666666663,1.0869565217391304,1.062050807656728,1.0295418963991558,0.7236842105263158,1.038550303444739,1.1600768808347062,0.929054054054054,,1.003928415539066,Playoff Team
50,50,1.0,1.0261194029850746,1.075268817204301,0.9962049335863378,1.217020175892395,1.0739724815290004,1.1458687521251274,1.1144219308700831,1.4947089947089949,1.6118421052631582,0.9208614648320655,0.7430555555555556,0.7404435366209512,,,,1.1057941024314537,1.070721241128899,1.0366540391112928,1.026443980514962,0.7407407407407407,1.0869565217391304,1.0264712161104392,1.0993125042543055,1.0855263157894737,1.0577827164714932,0.8260113490755995,1.196509009009009,,0.9930161501527718,Good Team
51,51,1.0,1.072761194029851,0.3636938646426313,1.786843769765971,0.772115882048629,1.0483121709507586,0.9248554913294798,0.9535160905840284,0.5687830687830688,0.6578947368421053,0.8717203657807024,1.0601851851851851,0.7586810621534871,,,,1.5972581479565442,1.6091764317544148,1.528104842838128,1.0351426583159358,0.5555555555555555,0.0,1.046039991460898,1.2933088285344772,1.7105263157894737,1.2244636293700315,0.8717737506864358,1.4240803303303302,,0.9711916193801834,Bad Team
52,52,1.0,0.9950248756218908,0.9487666034155596,1.075268817204301,1.0799275737196068,1.0124762199708002,1.0132607956477389,1.0011918951132301,1.4947089947089949,1.1513157894736843,1.2157080591402445,0.8680555555555556,0.9082287715202801,,,,1.1536471805483703,1.0789734279584091,1.0801679123579395,1.0525400139178844,1.2962962962962965,0.0,0.9926706041414644,1.0780409774691988,1.0526315789473684,0.7137362167706642,0.7276221856123009,1.2012012012012012,,0.9821038847664776,Bad Team
53,53,1.0,1.0338930348258708,0.9962049335863378,0.9962049335863378,0.9169684428349716,1.0071671901959915,0.9248554913294798,0.7806912991656734,0.8465608465608466,1.0197368421052633,0.9529100076916502,1.2453703703703705,1.1307265830172162,,,,0.9195550957061562,0.9469384386862518,0.9112316985768402,1.0612386917188588,0.9259259259259258,1.0869565217391304,1.0326976446310396,0.9487100946157512,0.625,1.1325754337977605,1.0914332784184513,0.975975975975976,,1.003928415539066,Average Team
54,54,1.0,1.0805348258706469,1.2333965844402277,0.9171410499683744,1.1251939989653388,1.0618059549617307,1.11186671200272,1.0607866507747317,0.9656084656084656,1.5789473684210529,1.0127339543628748,1.1342592592592593,1.119784067697695,,,,0.9518882565959648,1.0047037464928206,0.9393877342070234,1.026443980514962,0.7407407407407407,0.5434782608695652,1.0629402974453854,0.9589204274726024,1.25,0.9552098469954696,1.677192019037159,1.1073573573573574,,0.9930161501527718,Playoff Team
55,55,1.0,0.9950248756218908,0.8697027197975964,1.1385199240986716,0.9027418520434556,0.9885855859841614,0.9843590615436926,0.8998808104886771,0.7804232804232805,0.4605263157894737,0.9764122724553456,1.1157407407407407,1.0650714911000874,,,,1.0747542679772375,1.2440171645486051,1.2747005221664789,1.0003479471120391,0.9259259259259258,0.0,0.9686543798477194,0.9852971206861344,0.9210526315789476,1.1069322164287547,1.0388065165659894,0.9173235735735736,,1.003928415539066,Bad Team
56,56,1.0,1.0416666666666667,1.075268817204301,1.0120177103099304,0.9557682359027418,1.0120338008228995,0.9792587555253316,0.9058402860548272,1.4285714285714286,0.7894736842105263,1.0383727886505427,1.2916666666666667,1.5355996498395097,,,,0.8911019141231247,0.9448753919788744,0.9112316985768402,1.0612386917188588,0.7407407407407407,1.0869565217391304,1.0309186650537252,0.9546661221155809,0.7565789473684211,0.9167450209419608,1.2195680029287936,0.9830142642642642,,1.003928415539066,Good Team
57,57,1.0,1.0634563456345631,1.1073394495412845,0.9981651376146788,1.1407594536985868,1.0426136363636365,1.0477034486251078,0.915087187263078,1.3262411347517729,0.8688245315161841,1.163457955533474,1.2258443082540098,1.3935762224352828,,,,1.0709718165311441,1.0321905260403037,0.9838029357179012,1.0546792849631967,1.0303030303030305,0.7727272727272727,1.0621181785512603,1.0657821441231583,0.9557069846678024,0.9978858350951374,0.9044203937931936,1.2105039637599095,,0.98786717752235,Good Team
